Method_FQDN;#debug;#elif;#elifdef;#elifndef;#else;#if;#ifdef;#ifndef;#mdebug;NoDi;NoFE
util.addXtermCombining;0;0;0;0;0;0;0;0;0;0;0
main.Help;0;0;0;0;0;0;0;0;0;0;0
util.toggle_keyboard_type;0;0;0;0;0;0;0;0;0;0;0
fontutils.xtermCloseFonts;0;0;0;0;0;0;0;0;0;0;0
charproc.ParseOnClicks;0;0;0;0;0;2;0;0;0;2;1
util.AddToRefresh;0;0;0;0;0;0;0;0;0;0;0
charproc.SwitchBufs;0;0;0;0;0;0;0;0;0;0;0
trace.visibleChrsetName;0;0;0;0;0;0;0;0;0;0;0
charproc.SGR_Background;0;0;0;0;0;0;0;0;0;0;0
button.UnmapSelections;0;0;0;0;0;0;0;0;0;0;0
scrollbar.CompareWidths;0;0;0;0;0;0;0;0;0;0;0
charproc.set_mod_fkeys;0;0;0;0;0;0;0;0;0;0;0
misc.GetOldColors;0;0;0;0;0;0;0;0;0;0;0
button.UnhiliteSelection;0;0;0;0;0;0;0;0;0;0;0
util.ClearLine;0;0;0;0;0;0;0;0;0;0;0
input.ModifierName;0;0;0;0;0;0;0;0;0;0;0
misc.make_hidden_cursor;0;0;0;0;0;0;0;0;0;0;0
misc.DoSpecialLeaveNotify;0;0;0;0;0;0;0;0;0;0;0
util.decode_wcwidth;0;0;0;0;0;1;0;0;0;1;1
menu.HandleUTF8Mode;0;0;0;0;0;0;0;0;0;0;0
input.IsControlInput;0;0;0;0;0;0;0;0;0;0;0
input.TranslationsUseKeyword;0;0;0;0;0;0;0;0;0;0;0
os2main.Help;0;0;0;0;0;0;0;0;0;0;0
util.xtermRepaint;0;0;0;0;0;0;0;0;0;0;0
charproc.releaseWindowGCs;0;0;0;0;0;0;0;0;0;0;0
menu.update_vtshow;0;0;0;0;0;0;0;0;0;0;0
menu.do_interrupt;0;0;0;0;0;0;0;0;0;0;0
misc.dabbrev_expand;0;0;0;0;0;0;0;0;0;0;0
menu.SetupShell;0;0;0;0;0;0;0;0;0;0;0
cachedGCs.setCgsFont;0;0;0;0;0;0;0;1;0;1;1
button.EvalSelectUnit;0;0;0;0;0;0;0;0;0;0;0
misc.Bell;0;0;0;0;0;0;0;0;0;0;0
misc.HandleMaximize;0;0;0;0;0;0;0;0;0;0;0
menu.show_8bit_control;0;0;0;0;0;0;0;0;0;0;0
menu.HandleJumpscroll;0;0;0;0;0;0;0;0;0;0;0
tabs.TabSet;0;0;0;0;0;0;0;0;0;0;0
Tekproc.TekInitialize;0;0;0;0;0;0;0;2;0;2;1
menu.update_autolinefeed;0;0;0;0;0;0;0;0;0;0;0
charproc.releaseCursorGCs;0;0;0;0;0;0;0;0;0;0;0
util.copy_area;0;0;0;0;0;0;0;0;0;0;0
menu.ShowToolbar;0;0;0;0;0;2;0;0;0;2;1
util.resetXtermGC;0;0;0;0;0;0;0;0;0;0;0
util.ClearScreen;0;0;0;0;0;0;0;0;0;0;0
os2main.setpgrp;0;0;0;0;0;0;0;0;0;0;0
cachedGCs.setCgsBack;0;0;0;0;0;0;0;0;0;0;0
menu.do_hp_fkeys;0;0;0;0;0;0;0;0;0;0;0
menu.update_scrollttyoutput;0;0;0;0;0;0;0;0;0;0;0
util.reallySwapColors;0;0;0;0;0;0;0;0;0;0;0
charproc.DoSetSelectedFont;0;0;0;0;0;0;0;0;0;0;0
misc.Sleep;0;0;0;0;0;0;0;0;0;0;0
misc.HandleDabbrevExpand;0;0;0;0;0;0;0;0;0;0;0
vms.freeBuff;0;0;0;0;0;0;0;0;0;0;0
button.TrackText;0;0;0;0;0;0;0;0;0;0;0
menu.HandleDeleteIsDEL;0;0;0;0;0;0;0;0;0;0;0
util.handle_translated_exposure;0;0;0;0;0;0;0;0;0;0;0
input.xtermDeleteIsDEL;0;0;0;0;0;0;0;0;0;0;0
menu.do_font_doublesize;0;0;0;0;0;0;0;0;0;0;0
button.ConvertSelection;0;0;0;0;0;1;1;0;0;2;2
screen.ScrnWipeRectangle;0;0;0;0;0;0;0;0;0;0;0
misc.DoSpecialEnterNotify;0;0;0;0;0;0;0;0;0;0;0
menu.HandleAutoWrap;0;0;0;0;0;0;0;0;0;0;0
menu.HandleNumLock;0;0;0;0;0;0;0;0;0;0;0
misc.creat_as;0;0;0;0;1;0;3;2;0;6;1
resize.print_termcap;0;0;0;0;0;0;0;0;0;0;0
Tekproc.Tekparse;0;0;0;0;0;2;0;0;0;2;1
cachedGCs.chgCache;0;0;0;0;0;1;0;0;0;1;1
misc.HandleIconify;0;0;0;0;0;0;0;0;0;0;0
button.SaveConvertedLength;0;0;0;0;0;0;0;0;0;0;0
xstrings.x_hex2int;0;0;0;0;0;0;0;0;0;0;0
util.DamagedCells;0;0;0;0;0;0;0;0;0;0;0
ptydata.trimPtyData;0;0;0;0;0;0;0;0;0;0;0
charproc.VTResize;0;0;0;0;0;0;0;0;0;0;0
menu.do_font_boxchars;0;0;0;0;0;0;0;0;0;0;0
xtermcap.get_termcap;0;0;0;0;0;2;0;0;0;2;1
vms.send_xon;0;0;0;0;0;0;0;0;0;0;0
charproc.visual_width;0;0;0;0;0;0;0;0;0;0;0
trace.same_option;0;0;0;0;0;0;0;0;0;0;0
xtermcap.nextTcapByCode;0;0;0;0;0;0;0;0;0;0;0
menu.do_terminate;0;0;0;0;0;0;0;0;0;0;0
doublechr.xterm_Double_index;0;0;0;0;0;0;0;0;0;0;0
Tekproc.TekGetFontSize;0;0;0;0;0;0;0;0;0;0;0
menu.do_toolbar;0;0;0;0;0;0;0;0;0;0;0
trace.TraceOptions;0;0;0;0;0;1;0;0;0;1;1
menu.update_sun_fkeys;0;0;0;0;0;0;0;0;0;0;0
charproc.set_flags_from_list;0;0;0;0;0;0;0;0;0;0;0
menu.indexOfMenu;0;0;0;0;0;1;0;0;0;1;1
menu.HandleScoFunctionKeys;0;0;0;0;0;0;0;0;0;0;0
testxmc.Jump_XMC;0;0;0;0;0;0;0;0;0;0;0
menu.HandleSunFunctionKeys;0;0;0;0;0;0;0;0;0;0;0
scrollbar.ScrollBarOff;0;0;0;0;0;0;0;0;0;0;0
tabs.TabPrev;0;0;0;0;0;0;0;0;0;0;0
misc.xioerror;0;0;0;0;0;0;0;0;0;0;0
button.ViButton;0;0;0;0;0;0;0;0;0;0;0
menu.update_8bit_control;0;0;0;0;0;0;0;0;0;0;0
menu.HandleSetTekText;0;0;0;0;0;0;0;0;0;0;0
input.keyCanInsert;0;0;0;0;0;0;0;0;0;0;0
cursor.CursorSave;0;0;0;0;0;1;0;0;0;1;1
trace.LineTstFlag;0;0;0;0;0;0;0;0;0;0;0
charproc.resetCharsets;0;0;0;0;0;1;0;0;0;1;1
menu.do_tekonoff;0;0;0;0;0;0;0;0;0;0;0
menu.HandleTekReset;0;0;0;0;0;0;0;0;0;0;0
main.my_pty_name;0;0;0;0;0;0;0;0;0;0;0
button.cellToColumn;0;0;0;0;0;1;0;0;0;1;1
xtermcap.lookupTcapByName;0;0;0;0;0;0;0;0;0;0;0
trace.TraceArgv;0;0;0;0;0;0;0;0;0;0;0
screen.allocScrnBuf;0;0;0;0;0;0;0;0;0;0;0
charproc.in_put1;0;0;0;0;1;5;0;0;0;6;1
button.base64_flush;0;0;0;0;0;0;0;0;0;0;0
charproc.VTSetValues;0;0;0;0;0;0;0;0;0;0;0
util.systemWcwidthOk;0;0;0;0;0;0;0;0;0;0;0
charproc.report_win_label;0;0;0;0;0;0;0;0;0;0;0
button.do_select_end;0;0;0;0;0;2;0;0;0;2;1
misc.Redraw;0;0;0;0;0;1;0;0;0;1;1
charclass.SetCharacterClassRange;0;0;0;0;0;0;0;0;0;0;0
xstrings.x_toupper;0;0;0;0;0;0;0;0;0;0;0
util.xtermFillCells;0;0;0;0;0;4;0;0;0;4;1
menu.HandleRenderFont;0;0;0;0;0;0;0;0;0;0;0
cachedGCs.dataIndex;0;0;0;0;0;0;0;0;0;0;0
os2main.ptioctl;0;0;0;0;0;0;0;0;0;0;0
fontutils.append_fontname_str;0;0;0;0;0;0;0;0;0;0;0
menu.do_vthide;0;0;0;0;0;0;0;0;0;0;0
os2main.ttyname;0;0;0;0;0;0;0;0;0;0;0
misc.setXUrgency;0;0;0;0;0;0;0;0;0;0;0
input.xtermStateToParam;0;0;0;0;1;1;0;0;0;2;1
main.Syntax;0;0;0;0;0;0;0;0;0;0;0
fontutils.HandleSetFont;0;0;0;0;1;2;0;0;0;3;1
main.my_utmp_id;0;0;0;0;1;1;0;0;0;2;1
menu.do_tcap_fkeys;0;0;0;0;0;0;0;0;0;0;0
cachedGCs.traceFont;0;0;0;0;0;0;0;0;0;0;0
button.EndExtend;0;0;0;0;0;0;0;0;0;0;0
util.xtermScroll;0;0;0;0;0;1;0;0;0;1;1
fontutils.is_double_width_font;0;0;0;0;0;0;0;0;0;0;0
scrollbar.updateRightScrollbar;0;0;0;0;0;0;0;0;0;0;0
fontutils.is_fixed_font;0;0;0;0;0;0;0;0;0;0;0
xutf8.utf8l1strcpy;0;0;0;0;0;0;0;0;0;0;0
os2main.chown;0;0;0;0;0;0;0;0;0;0;0
main.hungtty;0;0;0;0;0;0;0;0;0;0;0
print.xtermMediaControl;0;0;0;0;0;0;0;0;0;0;0
menu.update_hp_fkeys;0;0;0;0;0;0;0;0;0;0;0
button.ScrollSelection;0;0;0;0;0;0;0;0;0;0;0
os2main.spawnXTerm;0;0;0;0;1;3;1;0;0;5;2
charproc.VTInitialize;0;1;0;0;2;39;1;2;0;45;2
charproc.CheckBufPtrs;0;0;0;0;0;1;0;0;0;1;1
misc.hide_vt_window;0;0;0;0;0;0;0;0;0;0;0
fontutils.HandleLoadVTFonts;0;0;0;0;0;0;0;0;0;0;0
misc.make_colored_cursor;0;0;0;0;0;0;0;0;0;0;0
trace.LineClrFlag;0;0;0;0;0;0;0;0;0;0;0
misc.oppositeColor;0;0;0;0;0;2;0;0;0;2;1
util.DamagedCurCells;0;0;0;0;0;0;0;0;0;0;0
xutf8.Xutf8TextListToTextProperty;0;0;0;0;0;0;0;0;0;0;0
Tekproc.TekRepaint;0;0;0;0;0;0;0;0;0;0;0
util.extract_fg;0;0;0;0;0;0;0;0;0;0;0
print.printLine;0;0;0;0;0;5;0;0;0;5;1
input.xtermParamToState;0;0;0;0;1;1;0;0;0;2;1
charproc.ToggleCursorBlink;0;0;0;0;0;0;0;0;0;0;0
button.HandleStartExtend;0;0;0;0;0;0;0;0;0;0;0
charproc.VTDestroy;0;0;0;0;1;15;2;1;0;19;3
resize.main;0;5;0;0;4;1;16;0;0;26;2
util.horizontal_copy_area;0;0;0;0;0;0;0;0;0;0;0
vms.tt_echo_ast;0;0;0;0;0;0;0;0;0;0;0
charproc.VTClassInit;0;0;0;0;0;0;0;0;0;0;0
misc.xtermBell;0;0;0;0;0;2;0;0;0;2;1
misc.UpdateOldColors;0;0;0;0;0;0;0;0;0;0;0
os2main.pty_search;0;0;0;0;0;0;1;0;0;1;1
main.HsSysError2;0;0;0;0;0;0;0;0;0;0;0
misc.AllocateTermColor;0;0;0;0;0;0;0;0;0;0;0
misc.ReportAnsiColorRequest;0;0;0;0;0;0;0;0;0;0;0
Tekproc.HandleGINInput;0;0;0;0;0;0;0;0;0;0;0
os2main.ConvertConsoleSelection;0;0;0;0;0;0;0;0;0;0;0
menu.HandleSoftReset;0;0;0;0;0;0;0;0;0;0;0
menu.update_autowrap;0;0;0;0;0;0;0;0;0;0;0
doublechr.discard_font;0;0;0;0;0;0;0;0;0;0;0
charproc.reset_SGR_Foreground;0;0;0;0;0;0;0;0;0;0;0
button.MapSelections;0;0;0;0;0;0;0;0;0;0;0
menu.do_tekhide;0;0;0;0;0;0;0;0;0;0;0
charproc.noleaks_charproc;0;0;0;0;0;0;0;0;0;0;0
Tekproc.TCursorToggle;0;0;0;0;0;0;0;0;0;0;0
trace.LineSetFlag;0;0;0;0;0;0;0;0;0;0;0
menu.HandlePrintScreen;0;0;0;0;0;0;0;0;0;0;0
os2main.nonblocking_wait;0;0;0;0;0;0;0;0;0;0;0
resize.checkdigits;0;0;0;0;0;0;0;0;0;0;0
os2main.die_callback;0;0;0;0;0;0;0;0;0;0;0
charproc.bitcpy;0;0;0;0;0;0;0;0;0;0;0
button.EditorButton;0;0;0;0;0;1;0;0;0;1;1
scrollbar.ToggleScrollBar;0;0;0;0;0;0;0;0;0;0;0
input.addTranslation;0;0;0;0;0;0;0;0;0;0;0
button.columnToCell;0;0;0;0;0;0;0;0;0;0;0
misc.xtermGetColorRes;0;0;0;0;0;0;0;0;0;0;0
misc.xtermEnvLocale;0;0;0;0;0;0;0;0;0;0;0
Tekproc.TekConfigure;0;0;0;0;0;0;0;0;0;0;0
menu.update_jumpscroll;0;0;0;0;0;0;0;0;0;0;0
fontutils.xtermOpenXft;0;0;0;0;0;0;0;0;0;0;0
input.IsEditFunctionKey;0;0;0;0;0;0;3;0;0;3;1
os2main.Version;0;0;0;0;0;0;0;0;0;0;0
menu.do_alt_esc;0;0;0;0;0;0;0;0;0;0;0
trace.standard_option;0;0;0;0;0;0;0;0;0;0;0
fontutils.SetVTFont;0;0;0;0;0;2;0;0;0;2;1
charsets.xtermCharSetOut;0;0;0;0;1;4;0;0;0;5;1
xstrings.x_strtrim;0;0;0;0;0;0;0;0;0;0;0
testxmc.Resolve_XMC;0;0;0;0;0;0;0;0;0;0;0
util.vertical_copy_area;0;0;0;0;0;0;0;0;0;0;0
menu.update_font_loadable;0;0;0;0;0;0;0;0;0;0;0
cursor.set_cur_row;0;0;0;0;0;0;0;0;0;0;0
util.InsertChar;0;0;0;0;0;1;0;0;0;1;1
util.ChangeColors;0;0;0;0;0;3;0;0;0;3;1
scrollbar.params_to_pixels;0;0;0;0;0;0;0;0;0;0;0
trace.Trace;0;0;0;0;1;1;0;0;0;2;1
Tekproc.TekReverseVideo;0;0;0;0;0;0;0;0;0;0;0
resize.Usage;0;0;0;0;0;0;0;0;0;0;0
menu.update_sun_kbd;0;0;0;0;0;0;0;0;0;0;0
button.DECtoASCII;0;0;0;0;0;0;0;0;0;0;0
misc.xevents;0;0;0;0;0;2;0;0;0;2;1
input.stripBlanks;0;0;0;0;0;0;0;0;0;0;0
input.Input;0;0;0;0;0;19;3;0;0;22;2
util.xtermClear;0;0;0;0;0;0;0;0;0;0;0
menu.do_allowsends;0;0;0;0;0;1;0;0;0;1;1
misc.udk_lookup;0;0;0;0;0;0;0;0;0;0;0
main.save_callback;0;0;0;0;0;0;0;0;0;0;0
screen.ScrnClearLines;0;0;0;0;0;5;0;0;0;5;1
menu.do_allow132;0;0;0;0;0;0;0;0;0;0;0
fontutils.widebold_font_name;0;0;0;0;0;0;0;0;0;0;0
fontutils.xtermMissingChar;0;0;0;0;1;2;0;0;0;3;1
charproc.VTInitI18N;0;0;0;0;0;1;0;0;0;1;1
charproc.in_put;0;0;0;0;0;1;0;0;0;1;1
menu.repairSizeHints;0;0;0;0;0;0;0;0;0;0;0
util.my_memmove;0;0;0;0;0;0;0;0;0;0;0
vms.send_bell;0;0;0;0;0;0;0;0;0;0;0
util.WriteText;0;0;0;0;0;2;0;0;0;2;1
charproc.reset_SGR_Colors;0;0;0;0;0;0;0;0;0;0;0
charproc.VTInitialize_locale;0;0;0;0;3;2;2;0;0;7;2
input.stripTranslations;0;0;0;0;0;0;0;0;0;0;0
button.StartSelect;0;0;0;0;0;0;0;0;0;0;0
menu.handle_send_signal;0;0;0;0;0;0;0;1;0;1;1
xstrings.x_basename;0;0;0;0;0;0;1;0;0;1;1
menu.do_print;0;0;0;0;0;0;0;0;0;0;0
charproc.which_table;0;0;0;0;0;5;0;0;0;5;1
Tekproc.TekPtyData;0;0;0;0;0;0;0;0;0;0;0
menu.HandleAppCursor;0;0;0;0;0;0;0;0;0;0;0
menu.do_tektextsmall;0;0;0;0;0;0;0;0;0;0;0
trace.parse_option;0;0;0;0;0;0;0;0;0;0;0
misc.HandleSpawnTerminal;0;0;0;0;0;0;0;0;0;0;0
menu.HandlePrintControlMode;0;0;0;0;0;0;0;0;0;0;0
fontutils.xtermCloseXft;0;0;0;0;0;0;0;0;0;0;0
wcwidth.mk_wcswidth_cjk;0;0;0;0;0;0;0;0;0;0;0
menu.do_reversevideo;0;0;0;0;0;0;0;0;0;0;0
charproc.doinput;0;0;0;0;0;0;0;0;0;0;0
fontutils.xtermComputeFontInfo;0;0;0;0;1;7;2;0;0;10;2
screen.ScrnPointers;0;0;0;0;0;0;0;0;0;0;0
menu.do_selectClipboard;0;0;0;0;0;0;0;0;0;0;0
scrollbar.AmountToScroll;0;0;0;0;0;0;0;0;0;0;0
input.StringInput;0;0;0;0;0;1;0;0;0;1;1
charproc.VTInit;0;0;0;0;0;0;0;0;0;0;0
menu.HandleLogging;0;0;0;0;0;0;0;0;0;0;0
xstrings.x_decode_hex;0;0;0;0;0;0;0;0;0;0;0
xstrings.x_getenv;0;0;0;0;0;0;0;0;0;0;0
main.set_pty_permissions;0;0;0;0;0;0;1;0;0;1;1
util.set_keyboard_type;0;0;0;0;0;0;0;0;0;0;0
fontutils.setRenderFontsize;0;0;0;0;0;0;0;0;0;0;0
util.isWideControl;0;0;0;0;0;0;0;0;0;0;0
print.xtermAutoPrint;0;0;0;0;0;0;0;0;0;0;0
Tekproc.TekFlush;0;0;0;0;0;0;0;0;0;0;0
scrollbar.xtermShowLED;0;0;0;0;0;0;1;0;0;1;1
input.sunfuncvalue;0;0;0;0;1;1;2;0;0;4;2
charproc.dpmodes;0;0;0;0;1;14;2;0;0;17;2
charproc.xtermAddInput;0;0;0;0;0;4;0;0;0;4;1
menu.HandleTiteInhibit;0;0;0;0;0;0;0;0;0;0;0
fontutils.countGlyphs;0;0;0;0;0;0;0;0;0;0;0
screen.ScrnWriteText;0;0;0;0;0;3;0;0;0;3;1
charproc.setExtendedBG;0;0;0;0;0;0;0;0;0;0;0
charsets.xtermCharSetIn;0;0;0;0;0;1;0;0;0;1;1
fontutils.cache_menu_font_name;0;0;0;0;0;0;0;0;0;0;0
button.ComputeSelect;0;0;0;0;0;4;0;0;0;4;1
menu.enable_allow_xxx_ops;0;0;0;0;0;0;0;0;0;0;0
misc.ParseShiftedFont;0;0;0;0;0;0;0;0;0;0;0
os2main.parse_tty_modes;0;0;0;0;0;0;0;0;0;0;0
main.setEffectiveUser;0;0;0;0;0;0;1;0;0;1;1
fontutils.xtermCloseFont;0;0;0;0;0;0;0;0;0;0;0
util.allocXtermChars;0;0;0;0;0;0;0;0;0;0;0
menu.update_bellIsUrgent;0;0;0;0;0;0;0;0;0;0;0
menu.HandleSetVisualBell;0;0;0;0;0;0;0;0;0;0;0
os2main.save_callback;0;0;0;0;0;0;0;0;0;0;0
input.TranslateFromSUNPC;0;0;0;0;0;0;2;0;0;2;1
print.getPrinterFlags;0;0;0;0;0;0;0;0;0;0;0
scrollbar.ScrollBarOn;0;0;0;0;0;0;1;0;0;1;1
charproc.get_window_label;0;0;0;0;0;0;0;0;0;0;0
cachedGCs.traceVTwin;0;0;0;0;0;0;0;1;0;1;1
menu.update_selectToClipboard;0;0;0;0;0;0;0;0;0;0;0
Tekproc.TekGINoff;0;0;0;0;0;0;0;0;0;0;0
menu.update_menu_allowTcapOps;0;0;0;0;0;0;0;0;0;0;0
trace.TraceSizeHints;0;0;0;0;0;0;0;0;0;0;0
util.xtermSetClipRectangles;0;0;0;0;0;1;0;0;0;1;1
menu.update_securekbd;0;0;0;0;0;0;0;0;0;0;0
menu.do_appkeypad;0;0;0;0;0;0;0;0;0;0;0
menu.update_font_utf8_mode;0;0;0;0;0;0;0;0;0;0;0
charproc.HandleBlinking;0;0;0;0;0;2;0;0;0;2;1
menu.do_scrollkey;0;0;0;0;0;0;0;0;0;0;0
fontutils.same_font_name;0;0;0;0;0;0;0;0;0;0;0
os2main.first_map_occurred;0;0;0;0;0;0;0;0;0;0;0
util.ClearCurBackground;0;0;0;0;0;0;0;0;0;0;0
misc.parse_decudk;0;0;0;0;0;0;0;0;0;0;0
misc.AllocateAnsiColor;0;0;0;0;0;2;0;0;0;2;1
trace.TraceClose;0;0;0;0;0;0;0;0;0;0;0
menu.update_sco_fkeys;0;0;0;0;0;0;0;0;0;0;0
menu.create_menu;0;0;0;0;0;3;0;0;0;3;1
menu.HandleAltEsc;0;0;0;0;0;0;0;0;0;0;0
os2main.abbrev;0;0;0;0;0;0;0;0;0;0;0
button._ConvertSelectionHelper;0;0;0;0;0;0;0;0;0;0;0
menu.update_marginbell;0;0;0;0;0;0;0;0;0;0;0
menu.HandleAllowWindowOps;0;0;0;0;0;0;0;0;0;0;0
.CharacterClass;0;0;0;0;0;0;0;0;0;0;0
screen.ScrnUpdate;0;0;0;0;0;0;0;0;0;0;0
print.xtermPrinterControl;0;0;0;0;0;0;0;0;0;0;0
menu.do_cursorblink;0;0;0;0;0;0;0;0;0;0;0
trace.TraceFocus;0;0;0;0;0;0;0;0;0;0;0
menu.show_toolbar;0;0;0;0;0;0;0;0;0;0;0
.noleaks_CharacterClass;0;0;0;0;0;0;0;0;0;0;0
menu.HandleFontLoading;0;0;0;0;0;0;0;0;0;0;0
charproc.set_tb_margins;0;0;0;0;0;0;0;0;0;0;0
main.nonblocking_wait;0;1;0;0;2;1;1;0;0;5;2
menu.HandleHpFunctionKeys;0;0;0;0;0;0;0;0;0;0;0
menu.update_allowsends;0;0;0;0;0;0;0;0;0;0;0
linedata.copyLineData;0;0;0;0;0;8;0;0;0;8;1
fontutils.isWideFont;0;0;0;0;0;0;0;0;0;0;0
misc.skip_punct;0;0;0;0;0;0;0;0;0;0;0
vms.mbx_read_ast;0;0;0;0;0;0;0;0;0;0;0
xutf8._xa_utf8_string;0;0;0;0;0;0;0;0;0;0;0
misc.WMFrameWindow;0;0;0;0;0;0;0;0;0;0;0
menu.update_logging;0;0;0;0;0;0;0;0;0;0;0
charproc.StopBlinking;0;0;0;0;0;0;0;0;0;0;0
screen.validRect;0;0;0;0;0;0;0;0;0;0;0
wcwidth.bisearch;0;0;0;0;0;0;0;0;0;0;0
tabs.TabNext;0;0;0;0;0;0;0;0;0;0;0
trace.ScrnText;0;0;0;0;0;0;0;0;0;0;0
button.ReadLineDelete;0;0;0;0;0;0;0;0;0;0;0
charproc.init_groundtable;0;0;0;0;0;1;0;0;0;1;1
menu.HandleQuit;0;0;0;0;0;0;0;0;0;0;0
misc.ReportColorRequest;0;0;0;0;0;0;0;0;0;0;0
linedata.initLineData;0;0;0;0;0;3;0;0;0;3;1
menu.update_old_fkeys;0;0;0;0;0;0;0;0;0;0;0
misc.xtermEnvUTF8;0;0;0;0;1;0;1;0;0;2;1
trace.visibleChars;0;0;0;0;0;0;0;0;0;0;0
main.disableSetGid;0;0;0;0;0;0;0;0;0;0;0
button.firstRowOfLine;0;0;0;0;0;0;0;0;0;0;0
wcwidth.mk_wcswidth;0;0;0;0;0;0;0;0;0;0;0
menu.do_meta_esc;0;0;0;0;0;0;0;0;0;0;0
util.ClearLeft;0;0;0;0;0;0;0;0;0;0;0
input.modifyOtherKey;0;0;0;0;0;0;0;0;0;0;0
precompose.do_precomposition;0;0;0;0;0;0;0;0;0;0;0
misc.end_tek_mode;0;0;0;0;0;0;0;0;0;0;0
menu.update_visualbell;0;0;0;0;0;0;0;0;0;0;0
charproc.LineHasBlinking;0;0;0;0;0;0;0;0;0;0;0
misc.ChangeIconName;0;0;0;0;0;1;0;0;0;1;1
screen.limitedParseCol;0;0;0;0;0;0;0;0;0;0;0
vms.getBuff;0;0;0;0;0;0;0;0;0;0;0
main.GetBytesAvailable;0;2;0;0;1;1;0;0;0;4;1
trace.formatAscii;0;0;0;0;0;0;0;0;0;0;0
util.FlushScroll;0;0;0;0;0;0;0;0;0;0;0
menu.SetItemSensitivity;0;0;0;0;0;0;0;0;0;0;0
button.HandleKeyboardStartExtend;0;0;0;0;0;0;0;0;0;0;0
charproc.HandleVisualBell;0;0;0;0;0;0;0;0;0;0;0
menu.HandleAppKeypad;0;0;0;0;0;0;0;0;0;0;0
menu.update_reversevideo;0;0;0;0;0;0;0;0;0;0;0
main.setEffectiveGroup;0;0;0;0;0;0;1;0;0;1;1
os2main.KeyboardMapping;0;0;0;0;0;0;0;0;0;0;0
